id,pair,direction,entry,stop_loss,take_profit,lot_size,open_time,close_time,close_price,pnl,strategy,setup_type
9247369b,XAUUSD,sell,5102.57,5112.77337,5079.62,0.49,2026-03-13T06:50:20.746046,2026-03-13T07:20:22.332600,5077.43,1231.86,smc,OB_BOS
